2025-01-06 05:00:00,KR,2-Year KTB Auction,KRW,2.5950,,2.6700,Low,London Strategic Edge
2025-01-07 05:00:00,KR,30-Year KTB Auction,KRW,2.5450,,2.7050,Low,London Strategic Edge
2025-01-13 06:50:00,KR,3-Year KTB Auction,KRW,2.5300,,2.6250,Low,London Strategic Edge
2025-01-14 05:30:00,KR,5-Year KTB Auction,KRW,2.6800,,2.7250,Low,London Strategic Edge
2025-01-17 05:00:00,KR,50-Year KTB Auction,KRW,2.4000,,2.5700,Low,London Strategic Edge
2025-01-20 05:00:00,KR,10-Year KTB Auction,KRW,2.6650,,2.8400,Low,London Strategic Edge
2025-01-23 05:00:00,KR,20-Year KTB Auction,KRW,2.7500,,2.7700,Low,London Strategic Edge
2025-02-03 05:10:00,KR,2-Year KTB Auction,KRW,2.6700,,2.6350,Low,London Strategic Edge
2025-02-04 05:00:00,KR,30-Year KTB Auction,KRW,2.7050,,2.7300,Low,London Strategic Edge
2025-02-10 07:00:00,KR,3-Year KTB Auction,KRW,2.6250,,2.6150,Low,London Strategic Edge
2025-02-14 07:30:00,KR,50-Year KTB Auction,KRW,2.5700,,2.5700,Low,London Strategic Edge
2025-02-17 05:00:00,KR,10-Year KTB Auction,KRW,2.8400,,2.8400,Low,London Strategic Edge
2025-02-24 06:30:00,KR,5-Year KTB Auction,KRW,2.7250,,2.6850,Low,London Strategic Edge
2025-02-25 05:00:00,KR,20-Year KTB Auction,KRW,2.7700,,2.7050,Low,London Strategic Edge
2025-03-04 06:00:00,KR,2-Year KTB Auction,KRW,2.6350,,2.6100,Low,London Strategic Edge
2025-03-05 06:00:00,KR,2-Year KTB Auction,KRW,2.6350,,2.6100,Low,London Strategic Edge
2025-03-05 06:00:00,KR,30-Year KTB Auction,KRW,2.7300,,2.5900,Low,London Strategic Edge
2025-03-10 05:00:00,KR,3-Year KTB Auction,KRW,2.6150,,2.5860,Low,London Strategic Edge
2025-03-14 06:50:00,KR,50-Year KTB Auction,KRW,2.5700,,2.4400,Low,London Strategic Edge
2025-03-17 07:30:00,KR,10-Year KTB Auction,KRW,2.8400,,2.8300,Low,London Strategic Edge
2025-03-24 08:00:00,KR,5-Year KTB Auction,KRW,2.6850,,2.6800,Low,London Strategic Edge
2025-03-25 05:00:00,KR,20-Year KTB Auction,KRW,2.7050,,2.7000,Low,London Strategic Edge
2025-03-31 08:15:00,KR,2-Year KTB Auction,KRW,2.6100,,2.6750,Low,London Strategic Edge
2025-04-01 05:00:00,KR,30-Year KTB Auction,KRW,2.5900,,2.6050,Low,London Strategic Edge
2025-04-07 05:45:00,KR,3-Year KTB Auction,KRW,2.5860,,2.4200,Low,London Strategic Edge
2025-04-11 06:00:00,KR,50-Year KTB Auction,KRW,2.4400,,2.4150,Low,London Strategic Edge
2025-04-14 05:00:00,KR,10-Year KTB Auction,KRW,2.8300,,2.7000,Low,London Strategic Edge
2025-04-21 05:00:00,KR,5-Year KTB Auction,KRW,2.6800,,2.4400,Low,London Strategic Edge
2025-04-22 05:00:00,KR,20-Year KTB Auction,KRW,2.7000,,2.5600,Low,London Strategic Edge
2025-04-22 05:00:00,KR,5-Year KTB Auction,KRW,2.6800,,2.4400,Low,London Strategic Edge
2025-04-28 05:00:00,KR,2-Year KTB Auction,KRW,2.6750,,2.3500,Low,London Strategic Edge
2025-04-29 05:00:00,KR,30-Year KTB Auction,KRW,2.6050,,2.4850,Low,London Strategic Edge
2025-05-12 05:50:00,KR,3-Year KTB Auction,KRW,2.4200,,2.3350,Low,London Strategic Edge
2025-05-16 05:40:00,KR,50-Year KTB Auction,KRW,2.4150,,2.4800,Low,London Strategic Edge
2025-05-19 05:45:00,KR,10-Year KTB Auction,KRW,2.7000,,2.6950,Low,London Strategic Edge
2025-05-26 05:00:00,KR,5-Year KTB Auction,KRW,2.4400,,2.4800,Low,London Strategic Edge
2025-05-27 07:45:00,KR,20-Year KTB Auction,KRW,2.5600,,2.7150,Low,London Strategic Edge
2025-06-02 05:00:00,KR,2-Year KTB Auction,KRW,2.3500,,2.3300,Low,London Strategic Edge
2025-06-03 05:00:00,KR,2-Year KTB Auction,KRW,2.3500,,2.3300,Low,London Strategic Edge
2025-06-03 05:00:00,KR,30-Year KTB Auction,KRW,2.4850,,,Low,London Strategic Edge
2025-06-04 05:00:00,KR,30-Year KTB Auction,KRW,2.4850,,2.7900,Low,London Strategic Edge
2025-06-09 05:00:00,KR,3-Year KTB Auction,KRW,2.3350,,2.4200,Low,London Strategic Edge
2025-06-13 05:00:00,KR,50-Year KTB Auction,KRW,2.4800,,2.6450,Low,London Strategic Edge
2025-06-16 05:00:00,KR,10-Year KTB Auction,KRW,2.6950,,2.8850,Low,London Strategic Edge
2025-06-23 04:00:00,KR,5-Year KTB Auction,KRW,2.4800,,2.6550,Low,London Strategic Edge
2025-06-24 05:00:00,KR,20-Year KTB Auction,KRW,2.7150,,2.8250,Low,London Strategic Edge
2025-06-30 05:00:00,KR,2-Year KTB Auction,KRW,2.3300,,2.4300,Low,London Strategic Edge
2025-07-01 05:00:00,KR,30-Year KTB Auction,KRW,2.7900,,2.7250,Low,London Strategic Edge
2025-07-07 04:00:00,KR,3-Year KTB Auction,KRW,2.4200,,2.4500,Low,London Strategic Edge
2025-07-11 05:00:00,KR,50-Year KTB Auction,KRW,2.6450,,2.5550,Low,London Strategic Edge
2025-07-14 05:00:00,KR,10-Year KTB Auction,KRW,2.8850,,2.8350,Low,London Strategic Edge
2025-07-21 02:30:00,KR,5-Year KTB Auction,KRW,2.6550,,2.6250,Low,London Strategic Edge
2025-07-22 02:30:00,KR,20-Year KTB Auction,KRW,2.8250,,2.8050,Low,London Strategic Edge
2025-08-04 02:30:00,KR,2-Year KTB Auction,KRW,2.4300,,2.3250,Low,London Strategic Edge
2025-08-05 02:30:00,KR,30-Year KTB Auction,KRW,2.7250,,2.6800,Low,London Strategic Edge
2025-08-11 02:30:00,KR,3-Year KTB Auction,KRW,2.4500,,2.4150,Low,London Strategic Edge
2025-08-14 02:30:00,KR,50-Year KTB Auction,KRW,2.5550,,2.6150,Low,London Strategic Edge
2025-08-18 02:30:00,KR,10-Year KTB Auction,KRW,2.8350,,2.8200,Low,London Strategic Edge
2025-08-25 02:30:00,KR,5-Year KTB Auction,KRW,2.6250,,2.5800,Low,London Strategic Edge
2025-08-26 02:30:00,KR,20-Year KTB Auction,KRW,2.8050,,2.8400,Low,London Strategic Edge
2025-09-01 02:30:00,KR,2-Year KTB Auction,KRW,2.3250,,2.3650,Low,London Strategic Edge
2025-09-02 02:30:00,KR,30-Year KTB Auction,KRW,2.6800,,2.7800,Low,London Strategic Edge
2025-09-08 02:30:00,KR,3-Year KTB Auction,KRW,2.4150,,2.4300,Low,London Strategic Edge
2025-09-09 02:30:00,KR,20-Year KTB Auction,KRW,2.8400,,2.8030,Low,London Strategic Edge
2025-09-12 02:30:00,KR,50-Year KTB Auction,KRW,2.6150,,2.5700,Low,London Strategic Edge
2025-09-15 02:30:00,KR,10-Year KTB Auction,KRW,2.8200,,2.8350,Low,London Strategic Edge
2025-09-22 02:30:00,KR,5-Year KTB Auction,KRW,2.5800,,2.5850,Low,London Strategic Edge
2025-09-29 02:30:00,KR,2-Year KTB Auction,KRW,2.3650,,2.4800,Low,London Strategic Edge
2025-09-30 05:00:00,KR,30-Year KTB Auction,KRW,2.7800,,2.8200,Low,London Strategic Edge
2025-10-13 02:30:00,KR,3-Year KTB Auction,KRW,2.4300,,2.5650,Low,London Strategic Edge
2025-10-17 02:30:00,KR,50-Year KTB Auction,KRW,2.5700,,2.6250,Low,London Strategic Edge
2025-10-20 05:00:00,KR,10-Year KTB Auction,KRW,2.8350,,2.8850,Low,London Strategic Edge
2025-10-27 02:30:00,KR,5-Year KTB Auction,KRW,2.5850,,2.7350,Low,London Strategic Edge
2025-10-28 02:30:00,KR,20-Year KTB Auction,KRW,2.8030,,2.9410,Low,London Strategic Edge
2025-11-03 02:30:00,KR,2-Year KTB Auction,KRW,2.4800,,2.6600,Low,London Strategic Edge
2025-11-04 02:30:00,KR,30-Year KTB Auction,KRW,2.8200,,3.0600,Low,London Strategic Edge
2025-11-10 06:00:00,KR,3-Year KTB Auction,KRW,2.5650,,2.8650,Low,London Strategic Edge
2025-11-14 02:30:00,KR,50-Year KTB Auction,KRW,2.6250,,3.2050,Low,London Strategic Edge
2025-11-17 02:30:00,KR,10-Year KTB Auction,KRW,2.8850,,3.2850,Low,London Strategic Edge
2025-11-24 02:30:00,KR,5-Year KTB Auction,KRW,2.7350,,3.0600,Low,London Strategic Edge
2025-11-25 02:30:00,KR,20-Year KTB Auction,KRW,2.9410,,3.2350,Low,London Strategic Edge
2025-12-01 02:30:00,KR,2-Year KTB Auction,KRW,2.6600,,2.8760,Low,London Strategic Edge
2025-12-02 02:30:00,KR,30-Year KTB Auction,KRW,3.0600,,3.2250,Low,London Strategic Edge
2025-12-08 02:30:00,KR,3-Year KTB Auction,KRW,2.8650,,2.9700,Low,London Strategic Edge
2025-12-12 02:30:00,KR,50-Year KTB Auction,KRW,3.2050,,3.1400,Low,London Strategic Edge
2025-12-15 02:30:00,KR,10-Year KTB Auction,KRW,3.2850,,3.4100,Low,London Strategic Edge
2025-12-22 02:30:00,KR,5-Year KTB Auction,KRW,3.0600,,3.2450,Low,London Strategic Edge
2025-12-23 02:30:00,KR,20-Year KTB Auction,KRW,3.2350,,3.3650,Low,London Strategic Edge
