2025-01-08 18:00:00,US,30-Year Bond Auction,USD,4.5350,,4.9130,Low,London Strategic Edge
2025-01-22 18:00:00,US,20-Year Bond Auction,USD,4.6860,,4.9000,Low,London Strategic Edge
2025-02-13 18:00:00,US,30-Year Bond Auction,USD,4.9130,,4.7480,Low,London Strategic Edge
2025-02-19 18:00:00,US,20-Year Bond Auction,USD,4.9000,,4.8300,Low,London Strategic Edge
2025-03-13 17:00:00,US,30-Year Bond Auction,USD,4.7480,,4.6230,Low,London Strategic Edge
2025-03-18 17:00:00,US,20-Year Bond Auction,USD,4.8300,,4.6320,Low,London Strategic Edge
2025-04-10 17:00:00,US,30-Year Bond Auction,USD,4.6230,,4.8130,Low,London Strategic Edge
2025-04-16 17:00:00,US,20-Year Bond Auction,USD,4.6320,,4.8100,Low,London Strategic Edge
2025-05-08 17:00:00,US,30-Year Bond Auction,USD,4.8130,,4.8190,Low,London Strategic Edge
2025-05-21 17:00:00,US,20-Year Bond Auction,USD,4.8100,,5.0470,Low,London Strategic Edge
2025-06-12 17:00:00,US,30-Year Bond Auction,USD,4.8190,,4.8440,Low,London Strategic Edge
2025-06-16 17:00:00,US,20-Year Bond Auction,USD,5.0470,,4.9420,Low,London Strategic Edge
2025-07-10 17:00:00,US,30-Year Bond Auction,USD,4.8440,,4.8890,Low,London Strategic Edge
2025-07-23 17:00:00,US,20-Year Bond Auction,USD,4.9420,,4.9350,Low,London Strategic Edge
2025-08-07 17:00:00,US,30-Year Bond Auction,USD,4.8890,,4.8130,Low,London Strategic Edge
2025-08-20 17:00:00,US,20-Year Bond Auction,USD,4.9350,,4.8760,Low,London Strategic Edge
2025-09-11 17:00:00,US,30-Year Bond Auction,USD,4.8130,,4.6510,Low,London Strategic Edge
2025-09-16 17:00:00,US,20-Year Bond Auction,USD,4.8760,,4.6130,Low,London Strategic Edge
2025-10-09 17:00:00,US,30-Year Bond Auction,USD,4.6510,,4.7340,Low,London Strategic Edge
2025-10-22 17:00:00,US,20-Year Bond Auction,USD,4.6130,,4.5060,Low,London Strategic Edge
2025-11-13 18:00:00,US,30-Year Bond Auction,USD,4.7340,,4.6940,Low,London Strategic Edge
2025-11-19 18:00:00,US,20-Year Bond Auction,USD,4.5060,,4.7060,Low,London Strategic Edge
2025-12-11 18:00:00,US,30-Year Bond Auction,USD,4.6940,,4.7730,Low,London Strategic Edge
2025-12-17 18:00:00,US,20-Year Bond Auction,USD,4.7060,,4.7980,Low,London Strategic Edge
